Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherLogIn,main,4,1,1,110,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,TeacherPanel,167,2,0,29,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,actionPerformed,39,2,1,87,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,run,3,1,0,92,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,actionPerformed,6,1,1,132,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,actionPerformed,5,1,1,142,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,actionPerformed,15,1,1,152,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,actionPerformed,10,1,1,175,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,actionPerformed,18,1,1,190,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,actionPerformed,9,1,1,211,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,getCourseCode,3,1,0,226,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,setCourseCode,3,1,1,230,0,,
Voice-aided-Smart-Attendance-System,com.TeamEnigma.Gui,TeacherPanel,main,4,1,1,234,0,,
